,Район,Адрес,Площадь,clean_address,latitude,longitude
198,Петродворцовый,сквер б/н между Огородной ул. и ул.Пугачева,0.65,санкт-петербург улица Огородная ,59.7054505,30.3854889
199,Петродворцовый,сквер б/н на ул.Дзержинского между д.22 и д.48,6.1,санкт-петербург улица Дзержинского дом 22,59.8780214,29.8367203
200,Петродворцовый,сквер б/н на Солнечной ул. от ул.Первого Мая до Университетского пр.,3.04,санкт-петербург улица Солнечная ,59.875284,29.8261144
201,Петродворцовый,сквер б/н между д.5 по Блан-Менильской ул. и д.27 по Разводной ул.,2.03,санкт-петербург улица Блан-Менильская дом 5,59.8761401,29.8792658
202,Петродворцовый,сквер б/н на Озерковой ул. между Самсониевским водоводом и Блан-Менильской ул.,1.28,санкт-петербург улица Озерковая ,59.8696033,29.8930939
203,Петродворцовый,бульвар Разведчика от Разводной ул. до Блан-Менильской ул.,2.35,санкт-петербург улица Разводная ,59.8774256,29.8912927
204,Петродворцовый,Школьный сквер на Эрлеровском бульв. между ул.Дашкевича и ул.Братьев Горкушенко,2.27,санкт-петербург бульвар Эрлеровский ,59.8717476,29.8678366
205,Петродворцовый,"Колонистский парк между наб.Ольгина пруда, Самсониевским водоводом, Эрлеровским бульв.,ул.Бородачева",14.97,санкт-петербург набережная Ольгина ,59.9734893,30.2690583
206,Петродворцовый,сад усадьбы Гейрота на ул.Бородачева между д.12 и д.11 по Никольской ул.,0.18,санкт-петербург улица Бородачева дом 12,59.8769703,29.9045657
207,Петродворцовый,"Голицынский сад между Самсониевской ул., Санкт-Петербургским пр. и Разводной ул.",1.54,санкт-петербург улица Самсониевская ,59.8793285,29.8953787
208,Петродворцовый,сквер б/н между Санкт-Петербургским пр. и Эйхенской ул.,0.44,санкт-петербург проспект Санкт-Петербургский ,59.8798307,29.9004773
209,Петродворцовый,сквер б/н на пл.Жертв Революции,1.3,санкт-петербург площадь Жертв Революции ,59.8801422,29.9098813
